line_id,date,description,amount,currency,classification,project_code,counterparty,fund,account,account_number,bank_account,mapping_method,rule_id,rule_version,decision_id,source_id,source_excerpt,source_location,close_id,export_profile
GL-0001,2026-06-30,10010 - Cash · Cash Paid,-457213.59,EUR,Cash FX gains / losses,,,2100,10000,,,rule,RULE-COA-008,v4c,,SRC-XLS-E80F1CD6,"Ashcombe Co-Invest L.P. | 10010 - Cash | Cash Paid | 71 GL rows | Dr 0.00 Cr 457,213.59 EUR","{'sheet': 'Investor-Level GL', 'row': 27008}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0479,2026-06-30,10010 - Cash · Cash Paid,-10832.09,EUR,Cash FX gains / losses,,,8133,10000,,,rule,RULE-COA-008,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 3 Co-Invest 1 LP | 10010 - Cash | Cash Paid | 4 GL rows | Dr 0.00 Cr 10,832.09 EUR","{'sheet': 'Investor-Level GL', 'row': 8351}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0480,2026-06-30,10010 - Cash · Cash Received,71.15,EUR,Cash FX gains / losses,,,8133,10000,,,rule,RULE-COA-007,v4c,,SRC-XLS-E80F1CD6,Kestrel Kelmwold 3 Co-Invest 1 LP | 10010 - Cash | Cash Received | 2 GL rows | Dr 71.15 Cr 0.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 8372}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0481,2026-06-30,10020 - Investment Interest Receivable · Receivable: Investment Interest,78630.53,EUR,Receivable: PIK Interest acquired,,,8133,10016,,,rule,RULE-COA-011,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 3 Co-Invest 1 LP | 10020 - Investment Interest Receivable | Receivable: Investment Interest | 2 GL rows | Dr 2,086,586.03 Cr 2,007,955.50 EUR","{'sheet': 'Investor-Level GL', 'row': 8378}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0482,2026-06-30,10170 - Investments Appreciation/(Depreciation) · Investment: Unrealised Appreciation/(Depreciation),77489.41,EUR,Investment - Equity - Unrealized appreciation,,,8133,10040,,,rule,RULE-COA-027,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 3 Co-Invest 1 LP | 10170 - Investments Appreciation/(Depreciation) | Investment: Unrealised Appreciation/(Depreciation) | 6 GL rows | Dr 12,836,300.95 Cr 12,758,811.54 EUR","{'sheet': 'Investor-Level GL', 'row': 8347}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0483,2026-06-30,20020 - Accruals · Accruals: Expenses,-500.0,EUR,Accrued Expenses,,,8133,20030,,,rule,RULE-COA-034,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 3 Co-Invest 1 LP | 20020 - Accruals | Accruals: Expenses | 2 GL rows | Dr 36,300.00 Cr 36,800.00 EUR","{'sheet': 'Investor-Level GL', 'row': 8358}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0484,2026-06-30,20030 - General Partner Share Payable · Payable: General Partner Share,-25.0,EUR,Management fees payable,,,8133,20015,,,rule,RULE-COA-037,v4c,,SRC-XLS-E80F1CD6,Kestrel Kelmwold 3 Co-Invest 1 LP | 20030 - General Partner Share Payable | Payable: General Partner Share | 2 GL rows | Dr 604.00 Cr 629.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 8363}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0485,2026-06-30,30040 - Income Attributed to GP re GP Share · Shortfall in GP Share transferred to Loan to GP,25.0,EUR,Expense: General Partner Profit Share,,,8133,50010,,,rule,RULE-COA-059,v4c,,SRC-XLS-E80F1CD6,Kestrel Kelmwold 3 Co-Invest 1 LP | 30040 - Income Attributed to GP re GP Share | Shortfall in GP Share transferred to Loan to GP | 2 GL rows | Dr 629.00 Cr 604.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 8364}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0486,2026-06-30,40030 - Unrealised Gain/(Loss) - Investments · Unrealised Gain/(Loss):  Gain on Investments,-77489.41,EUR,Unrealised Gain: Investments,,,8133,40066,,,rule,RULE-COA-073,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 3 Co-Invest 1 LP | 40030 - Unrealised Gain/(Loss) - Investments | Unrealised Gain/(Loss):  Gain on Investments | 6 GL rows | Dr 12,758,811.54 Cr 12,836,300.95 EUR","{'sheet': 'Investor-Level GL', 'row': 8346}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0487,2026-06-30,40070 - Interest Income - Bank · Income: Bank Interest Received,-71.15,EUR,Income: Bank interest,,,8133,40051,,,rule,RULE-COA-080,v4c,,SRC-XLS-E80F1CD6,Kestrel Kelmwold 3 Co-Invest 1 LP | 40070 - Interest Income - Bank | Income: Bank Interest Received | 2 GL rows | Dr 0.00 Cr 71.15 EUR,"{'sheet': 'Investor-Level GL', 'row': 8373}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0488,2026-06-30,40100 - Interest Income - Investments · Income: Investment Interest Accrual,-78630.53,EUR,"Income: interest income, investment related",,,8133,40020,,,rule,RULE-COA-084,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 3 Co-Invest 1 LP | 40100 - Interest Income - Investments | Income: Investment Interest Accrual | 2 GL rows | Dr 2,007,955.50 Cr 2,086,586.03 EUR","{'sheet': 'Investor-Level GL', 'row': 8379}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0489,2026-06-30,50020 - Administration Fees · Expense: Administration Fees,5722.06,EUR,Expense: Adminstration fees,,,8133,50080,,,rule,RULE-COA-088,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 3 Co-Invest 1 LP | 50020 - Administration Fees | Expense: Administration Fees | 3 GL rows | Dr 11,122.06 Cr 5,400.00 EUR","{'sheet': 'Investor-Level GL', 'row': 8350}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0490,2026-06-30,50040 - Audit Fees · Expense: Audit Fees (UK),100.0,EUR,Expense: Audit fees,,,8133,50090,,,rule,RULE-COA-091,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 3 Co-Invest 1 LP | 50040 - Audit Fees | Expense: Audit Fees (UK) | 2 GL rows | Dr 9,300.00 Cr 9,200.00 EUR","{'sheet': 'Investor-Level GL', 'row': 8359}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0491,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (UK),5274.55,EUR,Expense: Professional fee - Taxation Services,,,8133,50140,,,rule,RULE-COA-092,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 3 Co-Invest 1 LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (UK) | 3 GL rows | Dr 14,374.55 Cr 9,100.00 EUR","{'sheet': 'Investor-Level GL', 'row': 8354}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0492,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (US),200.0,EUR,Expense: Professional fee - Taxation Services,,,8133,50140,,,rule,RULE-COA-093,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 3 Co-Invest 1 LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (US) | 2 GL rows | Dr 12,800.00 Cr 12,600.00 EUR","{'sheet': 'Investor-Level GL', 'row': 8361}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0493,2026-06-30,50200 - Running Expenses · Expense: Bank Charges,35.48,EUR,Expense: bank charges,,,8133,50071,,,rule,RULE-COA-098,v4c,,SRC-XLS-E80F1CD6,Kestrel Kelmwold 3 Co-Invest 1 LP | 50200 - Running Expenses | Expense: Bank Charges | 2 GL rows | Dr 35.48 Cr 0.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 8352}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0494,2026-06-30,10010 - Cash · Cash Paid,-1747.21,EUR,Cash FX gains / losses,,,1674,10000,,,rule,RULE-COA-008,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 4 Co-Invest 1 LP | 10010 - Cash | Cash Paid | 2 GL rows | Dr 0.00 Cr 1,747.21 EUR","{'sheet': 'Investor-Level GL', 'row': 8393}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0495,2026-06-30,10010 - Cash · Cash Received,263.98,EUR,Cash FX gains / losses,,,1674,10000,,,rule,RULE-COA-007,v4c,,SRC-XLS-E80F1CD6,Kestrel Kelmwold 4 Co-Invest 1 LP | 10010 - Cash | Cash Received | 3 GL rows | Dr 263.98 Cr 0.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 8396}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0496,2026-06-30,10170 - Investments Appreciation/(Depreciation) · Investment: Unrealised Appreciation/(Depreciation),361152.78,EUR,Investment - Equity - Unrealized appreciation,,,1674,10040,,,rule,RULE-COA-027,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 4 Co-Invest 1 LP | 10170 - Investments Appreciation/(Depreciation) | Investment: Unrealised Appreciation/(Depreciation) | 2 GL rows | Dr 9,540,906.54 Cr 9,179,753.76 EUR","{'sheet': 'Investor-Level GL', 'row': 8389}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0497,2026-06-30,20010 - Creditors · Payable: Other,-5622.06,EUR,Other payables,,,1674,20022,,,rule,RULE-COA-031,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 4 Co-Invest 1 LP | 20010 - Creditors | Payable: Other | 1 GL rows | Dr 0.00 Cr 5,622.06 EUR","{'sheet': 'Investor-Level GL', 'row': 8415}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0498,2026-06-30,20020 - Accruals · Accruals: Expenses,-200.0,EUR,Accrued Expenses,,,1674,20030,,,rule,RULE-COA-034,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 4 Co-Invest 1 LP | 20020 - Accruals | Accruals: Expenses | 2 GL rows | Dr 14,900.00 Cr 15,100.00 EUR","{'sheet': 'Investor-Level GL', 'row': 8403}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0499,2026-06-30,20030 - General Partner Share Payable · Payable: General Partner Share,-25.0,EUR,Management fees payable,,,1674,20015,,,rule,RULE-COA-037,v4c,,SRC-XLS-E80F1CD6,Kestrel Kelmwold 4 Co-Invest 1 LP | 20030 - General Partner Share Payable | Payable: General Partner Share | 2 GL rows | Dr 282.00 Cr 307.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 8404}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0500,2026-06-30,30040 - Income Attributed to GP re GP Share · General Partner Share Paid,25.0,EUR,Expense: General Partner Profit Share,,,1674,50010,,,rule,RULE-COA-058,v4c,,SRC-XLS-E80F1CD6,Kestrel Kelmwold 4 Co-Invest 1 LP | 30040 - Income Attributed to GP re GP Share | General Partner Share Paid | 2 GL rows | Dr 307.00 Cr 282.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 8405}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0501,2026-06-30,40030 - Unrealised Gain/(Loss) - Investments · Unrealised Gain/(Loss):  Gain on Investments,-361152.78,EUR,Unrealised Gain: Investments,,,1674,40066,,,rule,RULE-COA-073,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 4 Co-Invest 1 LP | 40030 - Unrealised Gain/(Loss) - Investments | Unrealised Gain/(Loss):  Gain on Investments | 2 GL rows | Dr 9,179,753.76 Cr 9,540,906.54 EUR","{'sheet': 'Investor-Level GL', 'row': 8388}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0502,2026-06-30,40070 - Interest Income - Bank · Income: Bank Interest Received,-263.98,EUR,Income: Bank interest,,,1674,40051,,,rule,RULE-COA-080,v4c,,SRC-XLS-E80F1CD6,Kestrel Kelmwold 4 Co-Invest 1 LP | 40070 - Interest Income - Bank | Income: Bank Interest Received | 3 GL rows | Dr 0.00 Cr 263.98 EUR,"{'sheet': 'Investor-Level GL', 'row': 8397}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0503,2026-06-30,50020 - Administration Fees · Expense: Administration Fees,5722.06,EUR,Expense: Adminstration fees,,,1674,50080,,,rule,RULE-COA-088,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 4 Co-Invest 1 LP | 50020 - Administration Fees | Expense: Administration Fees | 3 GL rows | Dr 11,122.06 Cr 5,400.00 EUR","{'sheet': 'Investor-Level GL', 'row': 8402}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0504,2026-06-30,50040 - Audit Fees · Expense: Audit Fees (UK),100.0,EUR,Expense: Audit fees,,,1674,50090,,,rule,RULE-COA-091,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 4 Co-Invest 1 LP | 50040 - Audit Fees | Expense: Audit Fees (UK) | 2 GL rows | Dr 6,500.00 Cr 6,400.00 EUR","{'sheet': 'Investor-Level GL', 'row': 8400}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0505,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (UK),1729.5,EUR,Expense: Professional fee - Taxation Services,,,1674,50140,,,rule,RULE-COA-092,v4c,,SRC-XLS-E80F1CD6,"Kestrel Kelmwold 4 Co-Invest 1 LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (UK) | 3 GL rows | Dr 4,829.50 Cr 3,100.00 EUR","{'sheet': 'Investor-Level GL', 'row': 8392}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0506,2026-06-30,50200 - Running Expenses · Expense: Bank Charges,17.71,EUR,Expense: bank charges,,,1674,50071,,,rule,RULE-COA-098,v4c,,SRC-XLS-E80F1CD6,Kestrel Kelmwold 4 Co-Invest 1 LP | 50200 - Running Expenses | Expense: Bank Charges | 1 GL rows | Dr 17.71 Cr 0.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 8394}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0507,2026-06-30,10010 - Cash · Cash Paid,-17050.49,USD,Cash FX gains / losses,,,2254,10000,,,rule,RULE-COA-008,v4c,,SRC-XLS-E80F1CD6,"Kestrel Lammwick Co-Invest LP | 10010 - Cash | Cash Paid | 90 GL rows | Dr 0.00 Cr 17,050.49 USD","{'sheet': 'Investor-Level GL', 'row': 4000}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0508,2026-06-30,10010 - Cash · Cash Received,25.37,USD,Cash FX gains / losses,,,2254,10000,,,rule,RULE-COA-007,v4c,,SRC-XLS-E80F1CD6,Kestrel Lammwick Co-Invest LP | 10010 - Cash | Cash Received | 36 GL rows | Dr 25.37 Cr 0.00 USD,"{'sheet': 'Investor-Level GL', 'row': 4162}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0509,2026-06-30,10170 - Investments Appreciation/(Depreciation) · Investment: Unrealised Appreciation/(Depreciation),-7118229.73,USD,Investment - Equity - Unrealized appreciation,,,2254,10040,,,rule,RULE-COA-027,v4c,,SRC-XLS-E80F1CD6,"Kestrel Lammwick Co-Invest LP | 10170 - Investments Appreciation/(Depreciation) | Investment: Unrealised Appreciation/(Depreciation) | 36 GL rows | Dr 288,834,500.99 Cr 295,952,730.72 USD","{'sheet': 'Investor-Level GL', 'row': 3928}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0510,2026-06-30,20020 - Accruals · Accruals: Expenses,-240.52,USD,Accrued Expenses,,,2254,20030,,,rule,RULE-COA-034,v4c,,SRC-XLS-E80F1CD6,"Kestrel Lammwick Co-Invest LP | 20020 - Accruals | Accruals: Expenses | 36 GL rows | Dr 27,913.28 Cr 28,153.80 USD","{'sheet': 'Investor-Level GL', 'row': 4234}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0511,2026-06-30,20030 - General Partner Share Payable · Payable: General Partner Share,-25.0,USD,Management fees payable,,,2254,20015,,,rule,RULE-COA-037,v4c,,SRC-XLS-E80F1CD6,Kestrel Lammwick Co-Invest LP | 20030 - General Partner Share Payable | Payable: General Partner Share | 36 GL rows | Dr 519.00 Cr 544.00 USD,"{'sheet': 'Investor-Level GL', 'row': 4324}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0512,2026-06-30,30040 - Income Attributed to GP re GP Share · General Partner Share Paid,25.0,USD,Expense: General Partner Profit Share,,,2254,50010,,,rule,RULE-COA-058,v4c,,SRC-XLS-E80F1CD6,Kestrel Lammwick Co-Invest LP | 30040 - Income Attributed to GP re GP Share | General Partner Share Paid | 36 GL rows | Dr 544.00 Cr 519.00 USD,"{'sheet': 'Investor-Level GL', 'row': 4342}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0513,2026-06-30,40030 - Unrealised Gain/(Loss) - Investments · Unrealised Gain/(Loss):  Gain on Investments,7118229.73,USD,Unrealised Gain: Investments,,,2254,40066,,,rule,RULE-COA-073,v4c,,SRC-XLS-E80F1CD6,"Kestrel Lammwick Co-Invest LP | 40030 - Unrealised Gain/(Loss) - Investments | Unrealised Gain/(Loss):  Gain on Investments | 36 GL rows | Dr 295,952,730.72 Cr 288,834,500.99 USD","{'sheet': 'Investor-Level GL', 'row': 3910}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0514,2026-06-30,40070 - Interest Income - Bank · Income: Bank Interest Received,-25.37,USD,Income: Bank interest,,,2254,40051,,,rule,RULE-COA-080,v4c,,SRC-XLS-E80F1CD6,Kestrel Lammwick Co-Invest LP | 40070 - Interest Income - Bank | Income: Bank Interest Received | 36 GL rows | Dr 0.00 Cr 25.37 USD,"{'sheet': 'Investor-Level GL', 'row': 4180}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0515,2026-06-30,50020 - Administration Fees · Expense: Administration Fees,6610.7,USD,Expense: Adminstration fees,,,2254,50080,,,rule,RULE-COA-088,v4c,,SRC-XLS-E80F1CD6,"Kestrel Lammwick Co-Invest LP | 50020 - Administration Fees | Expense: Administration Fees | 54 GL rows | Dr 12,823.98 Cr 6,213.28 USD","{'sheet': 'Investor-Level GL', 'row': 3982}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0516,2026-06-30,50040 - Audit Fees · Expense: Audit Fees (UK),4377.76,USD,Expense: Audit fees,,,2254,50090,,,rule,RULE-COA-091,v4c,,SRC-XLS-E80F1CD6,"Kestrel Lammwick Co-Invest LP | 50040 - Audit Fees | Expense: Audit Fees (UK) | 54 GL rows | Dr 11,677.76 Cr 7,300.00 USD","{'sheet': 'Investor-Level GL', 'row': 4126}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0517,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (UK),6260.95,USD,Expense: Professional fee - Taxation Services,,,2254,50140,,,rule,RULE-COA-092,v4c,,SRC-XLS-E80F1CD6,"Kestrel Lammwick Co-Invest LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (UK) | 54 GL rows | Dr 16,660.95 Cr 10,400.00 USD","{'sheet': 'Investor-Level GL', 'row': 4054}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0518,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (US),0.0,USD,Expense: Professional fee - Taxation Services,,,2254,50140,,,rule,RULE-COA-093,v4c,,SRC-XLS-E80F1CD6,"Kestrel Lammwick Co-Invest LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (US) | 36 GL rows | Dr 4,000.00 Cr 4,000.00 USD","{'sheet': 'Investor-Level GL', 'row': 4288}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0519,2026-06-30,50200 - Running Expenses · Expense: Bank Charges,41.6,USD,Expense: bank charges,,,2254,50071,,,rule,RULE-COA-098,v4c,,SRC-XLS-E80F1CD6,Kestrel Lammwick Co-Invest LP | 50200 - Running Expenses | Expense: Bank Charges | 36 GL rows | Dr 41.60 Cr 0.00 USD,"{'sheet': 'Investor-Level GL', 'row': 4018}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0520,2026-06-30,10010 - Cash · Cash Paid,-10832.1,EUR,Cash FX gains / losses,,,4740,10000,,,rule,RULE-COA-008,v4c,,SRC-XLS-E80F1CD6,"Kestrel Mardale Co-Invest LP | 10010 - Cash | Cash Paid | 69 GL rows | Dr 0.00 Cr 10,832.10 EUR","{'sheet': 'Investor-Level GL', 'row': 9633}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0521,2026-06-30,10010 - Cash · Cash Received,55.67,EUR,Cash FX gains / losses,,,4740,10000,,,rule,RULE-COA-007,v4c,,SRC-XLS-E80F1CD6,Kestrel Mardale Co-Invest LP | 10010 - Cash | Cash Received | 48 GL rows | Dr 55.67 Cr 0.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 9752}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0522,2026-06-30,10170 - Investments Appreciation/(Depreciation) · Investment: Unrealised Appreciation/(Depreciation),73116.25,EUR,Investment - Equity - Unrealized appreciation,,,4740,10040,,,rule,RULE-COA-027,v4c,,SRC-XLS-E80F1CD6,"Kestrel Mardale Co-Invest LP | 10170 - Investments Appreciation/(Depreciation) | Investment: Unrealised Appreciation/(Depreciation) | 34 GL rows | Dr 6,376,573.49 Cr 6,303,457.24 EUR","{'sheet': 'Investor-Level GL', 'row': 10105}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0523,2026-06-30,20020 - Accruals · Accruals: Expenses,-400.0,EUR,Accrued Expenses,,,4740,20030,,,rule,RULE-COA-034,v4c,,SRC-XLS-E80F1CD6,"Kestrel Mardale Co-Invest LP | 20020 - Accruals | Accruals: Expenses | 34 GL rows | Dr 27,800.00 Cr 28,200.00 EUR","{'sheet': 'Investor-Level GL', 'row': 9848}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0524,2026-06-30,20030 - General Partner Share Payable · Payable: General Partner Share,-25.0,EUR,Management fees payable,,,4740,20015,,,rule,RULE-COA-037,v4c,,SRC-XLS-E80F1CD6,Kestrel Mardale Co-Invest LP | 20030 - General Partner Share Payable | Payable: General Partner Share | 34 GL rows | Dr 453.00 Cr 478.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 9933}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0525,2026-06-30,30040 - Income Attributed to GP re GP Share · Shortfall in GP Share transferred to Loan to GP,25.0,EUR,Expense: General Partner Profit Share,,,4740,50010,,,rule,RULE-COA-059,v4c,,SRC-XLS-E80F1CD6,Kestrel Mardale Co-Invest LP | 30040 - Income Attributed to GP re GP Share | Shortfall in GP Share transferred to Loan to GP | 34 GL rows | Dr 478.00 Cr 453.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 9950}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0526,2026-06-30,40030 - Unrealised Gain/(Loss) - Investments · Unrealised Gain/(Loss):  Gain on Investments,-73116.25,EUR,Unrealised Gain: Investments,,,4740,40066,,,rule,RULE-COA-073,v4c,,SRC-XLS-E80F1CD6,"Kestrel Mardale Co-Invest LP | 40030 - Unrealised Gain/(Loss) - Investments | Unrealised Gain/(Loss):  Gain on Investments | 34 GL rows | Dr 6,303,457.24 Cr 6,376,573.49 EUR","{'sheet': 'Investor-Level GL', 'row': 10088}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0527,2026-06-30,40070 - Interest Income - Bank · Income: Bank Interest Received,-55.67,EUR,Income: Bank interest,,,4740,40051,,,rule,RULE-COA-080,v4c,,SRC-XLS-E80F1CD6,Kestrel Mardale Co-Invest LP | 40070 - Interest Income - Bank | Income: Bank Interest Received | 48 GL rows | Dr 0.00 Cr 55.67 EUR,"{'sheet': 'Investor-Level GL', 'row': 9769}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0528,2026-06-30,50020 - Administration Fees · Expense: Administration Fees,5722.06,EUR,Expense: Adminstration fees,,,4740,50080,,,rule,RULE-COA-088,v4c,,SRC-XLS-E80F1CD6,"Kestrel Mardale Co-Invest LP | 50020 - Administration Fees | Expense: Administration Fees | 51 GL rows | Dr 11,122.06 Cr 5,400.00 EUR","{'sheet': 'Investor-Level GL', 'row': 9616}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0529,2026-06-30,50040 - Audit Fees · Expense: Audit Fees (UK),100.0,EUR,Expense: Audit fees,,,4740,50090,,,rule,RULE-COA-091,v4c,,SRC-XLS-E80F1CD6,"Kestrel Mardale Co-Invest LP | 50040 - Audit Fees | Expense: Audit Fees (UK) | 34 GL rows | Dr 6,500.00 Cr 6,400.00 EUR","{'sheet': 'Investor-Level GL', 'row': 9865}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0530,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (UK),5274.55,EUR,Expense: Professional fee - Taxation Services,,,4740,50140,,,rule,RULE-COA-092,v4c,,SRC-XLS-E80F1CD6,"Kestrel Mardale Co-Invest LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (UK) | 51 GL rows | Dr 14,374.55 Cr 9,100.00 EUR","{'sheet': 'Investor-Level GL', 'row': 9718}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0531,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (US),100.0,EUR,Expense: Professional fee - Taxation Services,,,4740,50140,,,rule,RULE-COA-093,v4c,,SRC-XLS-E80F1CD6,"Kestrel Mardale Co-Invest LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (US) | 34 GL rows | Dr 7,000.00 Cr 6,900.00 EUR","{'sheet': 'Investor-Level GL', 'row': 9899}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0532,2026-06-30,50200 - Running Expenses · Expense: Bank Charges,35.49,EUR,Expense: bank charges,,,4740,50071,,,rule,RULE-COA-098,v4c,,SRC-XLS-E80F1CD6,Kestrel Mardale Co-Invest LP | 50200 - Running Expenses | Expense: Bank Charges | 35 GL rows | Dr 35.49 Cr 0.00 EUR,"{'sheet': 'Investor-Level GL', 'row': 9650}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
